"country","indicator","Unit","Date","Value"
"AMERICA","All vehicles","UNITS","1/1/2012 12:00:00 AM",23597495
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2005 12:00:00 AM",19878503
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2006 12:00:00 AM",21423412
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2007 12:00:00 AM",23220428
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2008 12:00:00 AM",24012039
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2009 12:00:00 AM",28071003
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2010 12:00:00 AM",34897706
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2011 12:00:00 AM",35304821
"ASIA/OCEANIA/MIDDLE EAST","All vehicles","UNITS","1/1/2012 12:00:00 AM",38027738
"AFRICA","All vehicles","UNITS","1/1/2005 12:00:00 AM",1135659
"AFRICA","All vehicles","UNITS","1/1/2006 12:00:00 AM",1338354
"AFRICA","All vehicles","UNITS","1/1/2007 12:00:00 AM",1350442
"AFRICA","All vehicles","UNITS","1/1/2008 12:00:00 AM",1285751
"AFRICA","All vehicles","UNITS","1/1/2009 12:00:00 AM",1188074
"AFRICA","All vehicles","UNITS","1/1/2010 12:00:00 AM",1276521
"AFRICA","All vehicles","UNITS","1/1/2011 12:00:00 AM",1390462
"AFRICA","All vehicles","UNITS","1/1/2012 12:00:00 AM",1463696
"World","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",44755211
"World","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",47495279
"World","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",50325808
"World","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",49481832
"World","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",48996321
"World","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",55118246
"World","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",57242673
"World","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",60486524
"AUSTRIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",307915
"AUSTRIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",308594
"AUSTRIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",298182
"AUSTRIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",293697
"AUSTRIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",319403
"AUSTRIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",328563
"AUSTRIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",356145
"AUSTRIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",336010
"BELGIUM","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",480088
"BELGIUM","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",526141
"BELGIUM","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",524795
"BELGIUM","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",535947
"BELGIUM","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",476194
"BELGIUM","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",547340
"BELGIUM","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",572211
"BELGIUM","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",486737
"DENMARK","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",148819
"DENMARK","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",156936
"DENMARK","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",162686
"DENMARK","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",150199
"DENMARK","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",112454
"DENMARK","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",153858
"DENMARK","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",170036
"DENMARK","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",170763
"FINLAND","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",148161
"FINLAND","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",145700
"FINLAND","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",125608
"FINLAND","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",139669
"FINLAND","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",90574
"FINLAND","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",111968
"FINLAND","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",126123
"FINLAND","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",111251
"FRANCE","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",2118042
"FRANCE","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",2045745
"FRANCE","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",2109672
"FRANCE","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",2091369
"FRANCE","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",2302398
"FRANCE","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",2251669
"FRANCE","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",2204229
"FRANCE","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",1898760
"GERMANY","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",3319259
"GERMANY","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",3467961
"GERMANY","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",3148163
"GERMANY","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",3090040
"GERMANY","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",3807175
"GERMANY","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",2916259
"GERMANY","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",3173634
"GERMANY","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",3082504
"GREECE","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",269728
"GREECE","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",267669
"GREECE","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",279745
"GREECE","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",267295
"GREECE","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",219730
"GREECE","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",141501
"GREECE","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",97680
"GREECE","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",58482
"ICELAND","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",18060
"ICELAND","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",17129
"ICELAND","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",15942
"ICELAND","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",9033
"ICELAND","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",2113
"ICELAND","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",3106
"ICELAND","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",5038
"ICELAND","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",7902
"IRELAND","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",171742
"IRELAND","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",178484
"IRELAND","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",186325
"IRELAND","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",151607
"IRELAND","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",57453
"IRELAND","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",88446
"IRELAND","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",89911
"IRELAND","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",79498
"ITALY","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",2244108
"ITALY","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",2335462
"ITALY","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",2494115
"ITALY","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",2161359
"ITALY","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",2159465
"ITALY","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",1961580
"ITALY","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",1749740
"ITALY","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",1402905
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",48517
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",50837
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",51332
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",52359
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",47265
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",49726
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",49881
"LUXEMBOURG","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",50398
"NETHERLANDS","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",465196
"NETHERLANDS","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",483999
"NETHERLANDS","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",504300
"NETHERLANDS","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",499980
"NETHERLANDS","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",387699
"NETHERLANDS","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",482531
"NETHERLANDS","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",555812
"NETHERLANDS","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",502544
"PORTUGAL","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",206488
"PORTUGAL","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",194702
"PORTUGAL","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",201816
"PORTUGAL","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",213389
"PORTUGAL","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",161013
"PORTUGAL","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",223464
"PORTUGAL","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",153404
"PORTUGAL","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",95309
"NORWAY","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",109907
"NORWAY","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",109164
"NORWAY","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",129195
"NORWAY","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",110617
"NORWAY","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",98675
"NORWAY","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",127754
"NORWAY","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",138345
"NORWAY","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",137967
"SPAIN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",1528877
"SPAIN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",1634608
"SPAIN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1614835
"SPAIN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1161176
"SPAIN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",952772
"SPAIN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",982015
"SPAIN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",808051
"SPAIN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",699589
"SWEDEN","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",274301
"SWEDEN","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",282766
"SWEDEN","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",306794
"SWEDEN","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",253982
"SWEDEN","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",213408
"SWEDEN","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",289684
"SWEDEN","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",304984
"SWEDEN","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",279899
"SWITZERLAND","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",266770
"SWITZERLAND","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",269421
"SWITZERLAND","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",284674
"SWITZERLAND","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",288525
"SWITZERLAND","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",266018
"SWITZERLAND","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",294239
"SWITZERLAND","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",318958
"SWITZERLAND","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",328139
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",2439717
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",2344864
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",2404007
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",2131795
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1994999
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",2030846
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",1941253
"UNITED KINGDOM","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",2044609
"BULGARIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",25956
"BULGARIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",36455
"BULGARIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",43521
"BULGARIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",45143
"BULGARIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",22869
"BULGARIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",16257
"BULGARIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",18631
"BULGARIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",19419
"CYPRUS","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",17687
"CYPRUS","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",18639
"CYPRUS","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",22878
"CYPRUS","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",22241
"CYPRUS","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",14981
"CYPRUS","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",14088
"CYPRUS","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",13480
"CYPRUS","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",10123
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",151699
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",156686
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",174456
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",182554
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",167708
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",169580
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",173595
"CZECH REPUBLIC","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",174009
"ESTONIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",19640
"ESTONIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",25363
"ESTONIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",30912
"ESTONIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",24579
"ESTONIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",9946
"ESTONIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",10295
"ESTONIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",17070
"ESTONIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",19424
"HUNGARY","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",198982
"HUNGARY","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",187676
"HUNGARY","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",171661
"HUNGARY","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",153278
"HUNGARY","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",60189
"HUNGARY","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",43476
"HUNGARY","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",45094
"HUNGARY","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",53059
"LATVIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",10467
"LATVIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",14234
"LATVIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",21606
"LATVIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",22217
"LATVIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",7515
"LATVIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",7970
"LATVIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",13234
"LATVIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",10665
"LITHUANIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",16602
"LITHUANIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",25582
"LITHUANIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",32771
"LITHUANIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",19831
"LITHUANIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",5367
"LITHUANIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",6365
"LITHUANIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",10980
"LITHUANIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",12165
"MALTA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",6500
"MALTA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",7000
"MALTA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",6500
"MALTA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",5000
"MALTA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",5000
"MALTA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",4000
"MALTA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",6000
"MALTA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",6000
"POLAND","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",207007
"POLAND","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",224728
"POLAND","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",277427
"POLAND","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",319192
"POLAND","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",276220
"POLAND","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",315855
"POLAND","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",277427
"POLAND","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",273589
"ROMANIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",214967
"ROMANIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",247411
"ROMANIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",312533
"ROMANIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",285506
"ROMANIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",116016
"ROMANIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",94441
"ROMANIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",81709
"ROMANIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",66436
"SLOVAKIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",56916
"SLOVAKIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",59084
"SLOVAKIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",59700
"SLOVAKIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",70040
"SLOVAKIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",74717
"SLOVAKIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",64033
"SLOVAKIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",68203
"SLOVAKIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",69268
"SLOVENIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",59324
"SLOVENIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",59578
"SLOVENIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",68719
"SLOVENIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",71575
"SLOVENIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",57967
"SLOVENIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",61142
"SLOVENIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",60193
"SLOVENIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",50091
"ALBANIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",800
"ALBANIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",800
"ALBANIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",1600
"ALBANIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",1600
"ALBANIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1000
"ALBANIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",1600
"ALBANIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",2100
"ALBANIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",2300
"ARMENIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",11000
"ARMENIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",12000
"ARMENIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",6000
"ARMENIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",4000
"ARMENIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",4000
"ARMENIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",4000
"ARMENIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",4000
"ARMENIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",5000
"BELARUS","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",9000
"BELARUS","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",13000
"BELARUS","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",20000
"BELARUS","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",22000
"BELARUS","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",12000
"BELARUS","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",15000
"BELARUS","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",15000
"BELARUS","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",20000
"BOSNIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",10000
"BOSNIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",10000
"BOSNIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",15000
"BOSNIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",13000
"BOSNIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",12000
"BOSNIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",10000
"BOSNIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",10000
"BOSNIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",10000
"CROATIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",70541
"CROATIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",78775
"CROATIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",82664
"CROATIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",88265
"CROATIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",44918
"CROATIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",38587
"CROATIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",41561
"CROATIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",31360
"GEORGIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",1500
"GEORGIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",2000
"GEORGIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",6000
"GEORGIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",8000
"GEORGIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1000
"GEORGIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",4000
"GEORGIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",3000
"GEORGIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",4000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",4000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",5000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",7000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",11000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",4000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2010 12:00:00 AM",5000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2011 12:00:00 AM",6000
"MOLDAVIA","Passengers Cars","UNITS","1/1/2012 12:00:00 AM",5000
"RUSSIA","Passengers Cars","UNITS","1/1/2005 12:00:00 AM",1520225
"RUSSIA","Passengers Cars","UNITS","1/1/2006 12:00:00 AM",1911240
"RUSSIA","Passengers Cars","UNITS","1/1/2007 12:00:00 AM",2514920
"RUSSIA","Passengers Cars","UNITS","1/1/2008 12:00:00 AM",2897459
"RUSSIA","Passengers Cars","UNITS","1/1/2009 12:00:00 AM",1465742
